brand,product_id,product_title,current_pa_origin,proposed_pa_origin,current_custom_origin,proposed_custom_origin,actions,reasons,has_structured_description,structured_description_would_change,faq_would_change
"Clean &amp; Clear",36189,"Clean &#038; Clear Morning Energy Daily Facial Scrub 150ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
"Clean &amp; Clear",62987,"CLEAN &#038; CLEAR Cleanser &#8211; Buy 1 Get 1 Free",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
"Clean &amp; Clear",63157,"Clean &#038; Clear Night Relaxing Deep Cleaning Face Wash 240ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
"Clear Men",74285,"Clear Men Deep Cleanse Anti Dandruff Shampoo 165ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
"Cow Brand",62038,"Cow brand Skin Life Facial Cleansing Foam Medicated Acne Care 130g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Daiso,74355,"Daiso Hyaluronic Acid Supplement 15 Days 30 Tablet",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Daiso,74357,"Daiso Diet Supplement 15 Days 30 Tablet",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Daiso,74359,"Daiso Glucosamine Supplement 15 Days 30 Tablet",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Daiso,74361,"Daiso CICA Lotion D 120ml",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Daiso,74363,"Daiso Deep H Hyaluronic Acid Moisture Gel Cream 40g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Daiso,74365,"Daiso Deep C Collagen Moisture Gel Cream 40g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Differin,57059,"Differin Adapalene Gel 0.1% Acne Treatment 15g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Differin,63439,"Differin Gel Acne Treatment &#8211; 45g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Differin,63655,"Differin Gel Acne Treatment 15g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
"Dot &amp; Key",74378,"Dot and Key Cica Calming Mattifying Sunscreen SPF 50+ PA++++ with Niacinamide 80g",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Dot &amp; Key",74380,"Dot and Key Cica Calming Mattifying Sunscreen SPF 50+ PA++++ with Niacinamide 50g",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Dot &amp; Key",74382,"Dot and Key Retinol + Ceramide Night Repair Cream 15ml",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Dot &amp; Key",74384,"Dot and Key Watermelon Cooling Underarm Roll On- 50ml",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Dot &amp; Key",74386,"Dot and Key Strawberry Dew Tinted Sunscreen SPF 50+ PA++++ (01 Porcelain)",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Dot &amp; Key",74388,"Dot and Key Strawberry Dew Tinted Sunscreen SPF 50+ PA++++ (03 Sand)",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Dot &amp; Key",74390,"Dot &#038; Key Strawberry Dew Tinted Sunscreen SPF 50+ PA++++ 50ml (02 Warm Ivory)",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
"Dot &amp; Key",91691,"Dot &#038; Key 72 HR Hydrating Gel Moisturizer + Probiotics 60ml",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
Dove,35882,"Dove Baby Wipes Sensitive Moisture 50 pcs",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Dove,37074,"Dove Body Cream Beauty 150ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Dove,74392,"Dove Intense Repair Shampoo For Damaged Hair 330ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
"Dr Shethas",74394,"Dr. Sheth’s Mediglow Foaming Face Wash &#8211; 100ml",india,india,Korea,India,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_india,yes,yes,yes
Durex,74396,"Durex Thin Feel Condoms Regular Fit 12Pcs",uk,malaysia,Korea,Malaysia,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_malaysia,yes,yes,yes
Durex,74398,"Durex Play Warming Lube 100ml",uk,malaysia,Korea,Malaysia,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_malaysia,yes,yes,yes
Durex,74400,"Durex Play Classic H2O Lube 100ml",uk,malaysia,Korea,Malaysia,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_malaysia,yes,yes,yes
Durex,74402,"Durex Play Single Speed Vibrating Bullet for Women",uk,malaysia,Korea,Malaysia,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_malaysia,yes,yes,yes
Durex,74404,"Durex KY Lubricant Jelly 100g",uk,malaysia,Korea,Malaysia,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_malaysia,yes,yes,yes
Durex,74406,"Durex Durex Thin Feel &#8211; 12 Condoms",uk,malaysia,Korea,Malaysia,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_malaysia,yes,yes,yes
Durex,74407,"Durex Durex Thin Feel &#8211; 12 Condoms",uk,malaysia,Korea,Malaysia,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_malaysia,yes,yes,yes
Durex,74409,"Durex Extra Safe &#8211; 12 Condoms",uk,malaysia,Korea,Malaysia,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_malaysia,yes,yes,yes
Durex,74411,"Durex Fetherlite &#8211; 12 Condoms",uk,malaysia,Korea,Malaysia,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_malaysia,yes,yes,yes
Durex,74413,"Durex Extra Thin Intense Chocolate Flavoured &#8211; 10 Condoms",uk,malaysia,Korea,Malaysia,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_malaysia,yes,yes,yes
Durex,74415,"Durex Extra Dots For Extra Simulation &#8211; 3 Condoms",uk,malaysia,Korea,Malaysia,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_malaysia,yes,yes,yes
Durex,74417,"Durex Extra Thin Strawberry Flavoured &#8211; 3 Condoms",uk,malaysia,Korea,Malaysia,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_malaysia,yes,yes,yes
"Emart Combo",60764,"Melasma &#038; Dark Spot Solution Combo",,bangladesh,Korea,Bangladesh,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,approved_17_gap|custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Emart Combo",60789,"Anti-Acne + Skin Repair Combo",,bangladesh,Korea,Bangladesh,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,approved_17_gap|custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Emart Combo",60827,"Hyperpigmentation &#038; Acne Scar Solution Combo",,bangladesh,Korea,Bangladesh,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,approved_17_gap|custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Emart Combo",61401,"Basic Skin Care Combo",,bangladesh,Korea,Bangladesh,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,approved_17_gap|custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Emart Combo",63049,"Hair Growth &#038; Volume Duo",,bangladesh,Korea,Bangladesh,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,approved_17_gap|custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Emart Combo",74306,"HAIR CARE COMBO-01 (SkinO Anti Hair Fall Solution Shampoo 220ml + Skino Onion Hair Oil With Onion Blackseed Hair Regrowth Oil 100ml )",,bangladesh,Korea,Bangladesh,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,approved_17_gap|custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Emart Combo",74295,"Beauty Glazed Pookie Lip Combo Set – Lip Liner, Lip Glow Oil &#038; Matte Lipstick",,china,Korea,China,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,approved_17_gap|custom_origin_south-korea_vs_china,yes,yes,yes
"Emart Combo",74296,"Buy 2 Trendy Beauties Liquid Matte Waterproof Lipstick and get 1 free",,china,Korea,China,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,approved_17_gap|custom_origin_south-korea_vs_china,yes,yes,yes
"Emart Combo",60756,"Dark Spot &#038; Brightening Combo for Glowing Skin",,france,Korea,France,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,approved_17_gap|custom_origin_south-korea_vs_france,yes,yes,yes
"Emart Combo",60750,"3-Step Korean Skincare Combo for Redness, Acne &#038; Sensitive Skin",,south-korea,Korea,"South Korea",set_pa_origin,approved_17_gap,yes,no,no
"Emart Combo",60811,"Sensitive Skin Care Combo: S.O.S Recovery CICA Cream, Nature Skin Salicylic Acid, Green Tomato Ampoule",,south-korea,Korea,"South Korea",set_pa_origin,approved_17_gap,yes,no,no
"Emart Combo",60817,"3-Step Glass Skin Glow Combo",,south-korea,Korea,"South Korea",set_pa_origin,approved_17_gap,yes,no,no
"Emart Combo",60829,"Glass Skin Brightening Rice Combo",,south-korea,Korea,"South Korea",set_pa_origin,approved_17_gap,yes,no,no
"Emart Combo",74259,"Acne Combo (Carenel Niacinamide 10% Zinc 1% Serum 30ml &#038; Carenel Cicavita B5 Salicylic Acid Gentle Cleanser 150ml)",,south-korea,Korea,"South Korea",set_pa_origin,approved_17_gap,yes,no,no
"Emart Exclusive",74935,"Multifunction Makeup Storage Bag",,china,Korea,China,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,approved_17_gap|custom_origin_south-korea_vs_china,yes,yes,yes
"Emart Exclusive",74937,"Sponges Makeup 5pcs Beauty Blender Makeup Puff Set With Bottle",,china,Korea,China,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,approved_17_gap|custom_origin_south-korea_vs_china,yes,yes,yes
"Emart Exclusive",74939,"Concealar Brush",,china,Korea,China,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,approved_17_gap|custom_origin_south-korea_vs_china,yes,yes,yes
Embryolisse,62722,"Embryolisse Lait-Crème Concentré Nourishing Moisturiser 30ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
Embryolisse,62723,"Embryolisse Lait-Crème Concentré Nourishing Moisturiser 75ml",france,france,Korea,France,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_france,yes,yes,yes
Enchanteur,74419,"Enchanteur Gorgeous Satin Smooth Body Lotion 500ml",malaysia,malaysia,Korea,Malaysia,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_malaysia,yes,yes,yes
Enchanteur,74421,"Enchanteur Perfumed Body Lotion Charming 500ml",malaysia,malaysia,Korea,Malaysia,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_malaysia,yes,yes,yes
Enchanteur,74423,"Enchanteur Elegant Musk Perfumed Body Lotion 500ml",malaysia,malaysia,Korea,Malaysia,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_malaysia,yes,yes,yes
Enchanteur,74425,"Enchanteur Alluring Perfumed Body Lotion 500ml",malaysia,malaysia,Korea,Malaysia,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_malaysia,yes,yes,yes
Ensoskin,74427,"Enso Skin Super Light Brightening Gel Moisturizer 40ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Essance,60268,"Essance Pearl Whitening Cream 50 ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Essance,60536,"Essance Pearl Whitening Toner 195 ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Essance,60831,"Essance Pearl Whitening Cream And Toner",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Essence,74429,"Essence I Love Extreme Crazy Volume Mascara 12ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Essence,74431,"Essence Lash Princess Volume Mascara",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Essence,74433,"Essence Lash Princess False Lash Effect Mascara",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Eucerin,35961,"Eucerin Baby Wash &#038; Shampoo 400ml MX",germany,germany,Korea,Germany,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_germany,yes,no,yes
Eucerin,37111,"Eucerin Sun Fluid Pigment Control SPF50+ 50ml",germany,germany,Korea,Germany,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_germany,yes,no,yes
Eucerin,37150,"Eucerin Original Healing Cream 454gm",germany,germany,Korea,Germany,sync_custom_origin,custom_origin_south-korea_vs_germany,yes,no,no
Eucerin,37165,"Eucerin Eczema Relief Body Cream 141gm",germany,germany,Korea,Germany,sync_custom_origin,custom_origin_south-korea_vs_germany,yes,no,no
"Everly Beauties",74435,"Everly Beauties Perfect Skin Glow Foundation SPF 15 –Honey 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Everly Beauties",74437,"Everly Beauties Arch Perfection Eyebrow Pomade -Dark Brown 7g",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Everly Beauties",74439,"Everly Matte Me Up Lip Liner Pencil &#8211; BARE 1.5g",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Everly Beauties",74441,"Everly Matte Me Up Lip Liner Pencil &#8211; COIN COLLETOR 1.5g",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Everly Beauties",74443,"Everly Matte Me Up Lip Liner Pencil &#8211; LUSH 1.5g",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Everly Beauties",74445,"Everly Matte Me Up Lip Liner Pencil &#8211; Cocoa Brown 1.5g",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Everly Beauties",74447,"Everly Matte Me Up Lip Liner Pencil &#8211; Mocha Brown 1.5g",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Everly Beauties",74449,"Everly Matte Me Up Lip Liner Pencil &#8211; Night Walker 1.5g",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Everly Beauties",74451,"Everly Matte Me Up Lip Liner Pencil &#8211; Dark Brown 1.5g",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Everly Beauties",74454,"Everly Beauties Pure Matte Full Coverage Concealer &#038; Corrector (Pure Beige)",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Everly Beauties",74456,"Everly Beauties Pure Matte Full Coverage Concealer &#038; Corrector (Ivory)",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Farlin,35862,"Farlin Baby Wet Wipes Anti rash 85 pcs",taiwan,taiwan,Korea,Taiwan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_taiwan,yes,yes,yes
Fayankou,74460,"FAYANKOU Honey Hydrate Concentrate Facial Mask 25g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Fayankou,74462,"FAYANKOU Vitamin C Eye Mask 7.9g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Fayankou,74464,"FAYANKOU Pure Rose Eye Mask 7.9g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Femi-fresh,74241,"Femi-Fresh Feminine Hygiene Wash 100ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Fenyi,74466,"Fenyi Exoliating Honey Peach Scrub 3g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Fenyi,74468,"Fenyi Milk Silky Scrub 3g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Freeman,37212,"Freeman Feeling beautiful Polishing Gel Mask Scrub 175ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Freeman,37218,"FREEMAN Beauty Peel Off Mask With Volcanic Ash 175ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
